"variableType","bufferSize","lowerR","r","upperR","p","persistence"
"distance500",10000,-0.0638265101012012,-0.0377137280783403,-0.0115493387296576,0.00473728599126628,50
"distance500",100000,-0.10645501370018,-0.0827416047444563,-0.0589341271650244,0.0000000000112807522986506,50
"distance1000",50,-0.0884869940202634,-0.055853219246024,-0.0230996709532917,0.000839070224616212,50
"distance1000",100,-0.0895510521738837,-0.06087451224227,-0.0320971269490648,0.0000692058412073194,50
"distance1000",1000,-0.0930168119944979,-0.0644639199024164,-0.0358050868694809,0.0000214429803997751,50
"distance1000",10000,-0.132328511297895,-0.105100724765138,-0.0777144470771461,0.0000000000000745818343099482,50
"distance1000",100000,-0.0800105802626335,-0.0554902724318371,-0.0309028487462957,0.00000994081356603844,50
"distance5000",50,NA,NA,NA,NA,50
"distance5000",100,-0.222049244822054,-0.1403774163812,-0.0567494723498179,0.00106123879735525,50
"distance5000",1000,-0.203061551716697,-0.16454737589423,-0.125524832133219,0.000000000000000375965427803008,50
"distance5000",10000,-0.20060710803663,-0.164795364265466,-0.128543790553939,0.00000000000000000166566673202684,50
"distance5000",100000,0.0152944813368479,0.0411872925722039,0.0670249008793159,0.00183023146405422,50
"waterArea",50,-0.00799335793970519,0.0156021092536603,0.0391802121789592,0.194961548204179,90
"waterArea",100,-0.00432408320925653,0.0192704075744827,0.0428434542236017,0.109418806304101,90
"waterArea",1000,0.0124073629515621,0.0359893530045216,0.0595313310524703,0.00278648324918454,90
"waterArea",10000,0.03947870554366,0.0630125404089216,0.0864765071707151,0.000000161246336234677,90
"waterArea",100000,0.146860282744053,0.169864261116858,0.1926845973205,0.000000000000000000000000000000000000000000000762296186707018,90
"waterArea20",50,-0.011261629914719,0.0123341720480113,0.0359162455197404,0.30557314687623,90
"waterArea20",100,-0.00692994667570586,0.0166653029100392,0.0402420055892154,0.166245189233305,90
"waterArea20",1000,0.0116393969658262,0.0352222497317976,0.058765941197047,0.00342709345660033,90
"waterArea20",10000,0.0387691683726716,0.0623047054836909,0.0857711531873721,0.000000221573194209379,90
"waterArea20",100000,0.138437123551545,0.161502169232423,0.184392115184556,0.0000000000000000000000000000000000000000148865705345713,90
"waterArea500",50,-0.0351234445375907,-0.0115404826740389,0.0120553245116694,0.337749369161419,90
"waterArea500",100,-0.0286487130542043,-0.00505960792725728,0.0185351294842967,0.67428817786576,90
"waterArea500",1000,0.00225656274782965,0.0258477115600854,0.0494101055393997,0.0317651795492045,90
"waterArea500",10000,0.0350177949886861,0.0585619384560791,0.0820411133786572,0.00000112435955896401,90
"waterArea500",100000,0.144359992568162,0.167382443536682,0.190223779581382,0.0000000000000000000000000000000000000000000151085781986018,90
"waterArea1000",50,NA,NA,NA,NA,90
"waterArea1000",100,NA,NA,NA,NA,90
"waterArea1000",1000,0.000542630312107233,0.0241348462303985,0.0477002105300621,0.0449619471567191,90
"waterArea1000",10000,0.0343402628170482,0.0578858900956142,0.0813672937664645,0.00000149259837946218,90
"waterArea1000",100000,0.142757372699791,0.165791510646154,0.188646157348995,0.000000000000000000000000000000000000000000100044198287888,90
"waterArea5000",50,NA,NA,NA,NA,90
"waterArea5000",100,NA,NA,NA,NA,90
"waterArea5000",1000,NA,NA,NA,NA,90
"waterArea5000",10000,0.0274723578147187,0.0510318068358519,0.0745345943749488,0.0000221901946726188,90
"waterArea5000",100000,0.13128117236032,0.154395495138005,0.177342037549524,0.0000000000000000000000000000000000000438449426840936,90
"waterBodies",50,0.00277272747109797,0.0263635277770609,0.0499250002093819,0.028508256588732,90
"waterBodies",100,-0.00764807539020309,0.015947326997216,0.0395249811019264,0.185263802577169,90
"waterBodies",1000,-0.000513041267606919,0.0230797629814883,0.0466468881829318,0.0551953848059569,90
"waterBodies",10000,0.0350361117755625,0.0585802148289702,0.0820593292013146,0.00000111573342826035,90
"waterBodies",100000,0.0363854812879099,0.0599265636981677,0.0834011744307099,0.000000628746322516719,90
"total_precipitation",50,0.230903406382081,0.253404242831349,0.275634182313317,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000477916190867631,90
"total_precipitation",100,0.232570387830241,0.255051970279854,0.27726113826778,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000233753169064672,90
"total_precipitation",1000,0.231982632661769,0.254383414245178,0.27651452172523,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000134912596979041,90
"total_precipitation",10000,0.229165693073943,0.251399004781875,0.273370133883054,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000576258228154524,90
"total_precipitation",100000,0.283758723601525,0.305307342614591,0.326547753482852,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007782008,90
"distance20",50,-0.0942901300082685,-0.065519109549535,-0.0366387376873987,0.00000901480018843183,90
"distance20",100,-0.091573219268278,-0.0627961043267828,-0.0339141916588386,0.0000208494833249774,90
"distance20",1000,-0.0906289398290398,-0.0619726620671743,-0.0332138445876048,0.0000246514122769081,90
"distance20",10000,-0.0450890570365071,-0.0175099951994218,0.0100957369410525,0.213778187237418,90
"distance20",100000,-0.117124226608382,-0.0933962981212259,-0.06956180075599,0.0000000000000207605699441357,90
"distance500",50,-0.0928042460674522,-0.062299323950596,-0.0316775589316094,0.000136388920227205,90
"distance500",100,-0.0948004968218015,-0.0643127174201756,-0.0337044088942184,0.0000782875200879139,90
"distance500",1000,-0.0991019396119711,-0.0688138622586607,-0.0383983954321141,0.0000191306700760036,90
"distance500",10000,-0.118829228716673,-0.0899354868506481,-0.060889558120329,0.00000000148194610913774,90
"distance500",100000,-0.106718901788256,-0.0818587619317201,-0.056896338613456,0.000000000148401457621263,90
"distance1000",50,-0.123286226831762,-0.0863059133712344,-0.0490862348287052,0.0000116678065488329,90
"distance1000",100,-0.112567175285023,-0.0800760296548649,-0.0474138286454543,0.00000328276697864602,90
"distance1000",1000,-0.108302529082773,-0.0760019271707246,-0.0435410222313707,0.00000934081796311116,90
"distance1000",10000,-0.138001228917907,-0.108161971491075,-0.0781265419743151,0.00000000000226123296372742,90
"distance1000",100000,-0.128037530997078,-0.103144393728241,-0.0781213771318015,0.000000000000000944205826346746,90
"distance5000",50,NA,NA,NA,NA,90
"distance5000",100,-0.406257588029926,-0.312126700727923,-0.211440736732947,0.0000000130454220267357,90
"distance5000",1000,-0.327825701429301,-0.280909047566347,-0.232610237698712,0.00000000000000000000000000166796830009643,90
